link,title,tags,score
"520154","Как исправить ошибку при миграции БД на Heroku?","<ruby-on-rails>","1"
"556351","Не сохраняет привязанную модель через form_for","<ruby-on-rails>","1"
"745688","Контейнеры Docker на одном порту","<docker>","1"
"530090","Out off heap storage","<golang>","1"
"625709","Как в Filterrific не сохранять фильтры пользователя?","<ruby-on-rails><ruby><gems>","1"
"508517","Проблема с аутентификацией через OmniAuth Вконтакте","<ruby-on-rails><vkontakte-api><heroku>","1"
"728279","Есть точка внутри круга, как найти ближайшую к ней точку на круге","<javascript><алгоритм><математика><typescript><геометрия>","1"
"515536","Среда разработки для Go","<golang><ide>","1"
"520184","Mysql две таблицы, два первичных ключа, джоин, не работает индекс","<mysql><myisam>","1"
"444995","Импорт csv файла в sqlite с помощью sqlite3.exe (андроид)","<android><sqlite3>","1"
"502805","Размещение сайта в iframe","<javascript><html><iframe>","1"
"659392","Валидация rails","<ruby-on-rails><валидация>","1"
"478331","Проблема установки Ruby через RVM на Raspberry Pi","<linux><raspberry-pi>","1"
"512303","Как мне преобразовать уголы рыскания (yaw), тангажа (pitch) и крена (roll) в матричные преобразования в Irrlicht?","<c++><opengl>","1"
"605078","Rails прикрепление файла к форме","<ruby-on-rails>","1"
"588823","Проблема с маршрутом. Ошибка No route matches [POST] ""/users/14/edit""","<ruby-on-rails>","1"
"522445","Ошибка public_key is a required field при подключении liqpay","<ruby-on-rails>","1"
"452241","Devise Не редиректит после авторизации","<ruby-on-rails><devise>","1"
"506727","Как получить значение scope?","<ruby-on-rails>","1"
"668660","Как создать JoinTable с id типа не Integer?","<ruby-on-rails>","1"
"587932","Как исправить сортировку полученных данных из БД?","<ruby-on-rails><postgresql><ruby>","1"
"495051","Rail создание связанных моделей","<ruby-on-rails>","1"
"595766","Как взять имя нового установленого приложения в IPhone","<swift>","1"
"601085","Правильно ли я понимаю инкапсуляцию и понятия объекта?","<java><c#><ооп><шаблоны-проектирования><uml>","1"
"646420","undefined local variable or method Ruby","<ruby>","1"
"459903","Rails 4 Rspec undefined method `patch'","<ruby-on-rails><rspec>","1"
"624787","Как в ruby создаётся обмен данными между двумя пользователями?","<ruby-on-rails>","1"
"470949","Ruby on Rails Paperclip gem nested form проблема с сохранением","<ruby-on-rails>","1"
"473636","Передача параметров в build при сохранении в Ruby on Rails","<ruby-on-rails>","1"
"495059","Как получить названия месяцев на украинском языке?","<php><linux><locale>","1"
"595774","Как проверить наличие русского или английского текста?","<регулярные-выражения><ruby-on-rails><postgresql><ruby>","1"
"484845","Настройка загрузчика изображений CarrierWave","<ruby-on-rails><ruby>","1"
"526617","Копирование файлов при сборке контейнера Docker","<docker>","1"
"596869","Вывод всех твитов c помощью гема twitter","<ruby><twitter>","1"
"508991","Не перейти к диску в консоли через SSH соединение","<ssh><криптография><ssl>","1"
"578162","Как посчитать контрольную сумму бд?","<java><android><mysql><sqlite>","1"
"593287","Отправить письмо на емайл","<ruby-on-rails><email>","1"
"500263","Как прочитать содержимое файла","<javascript>","1"
"725384","Переполнение метода initialize в ruby","<ruby><полиморфизм>","1"
"485911","Почему семантика и системы типов очень важны?","<информатика><семантика><теория-типов>","1"
"529383","Создание обязательной с обеих сторон связи в mySQL","<mysql><база-данных>","1"
"478517","git push в указанный репозиторий","<git><github>","1"
"487445","Разделение проекта?","<php><apache><angularjs><laravel>","1"
"446045","Ассоциация :has_many","<ruby-on-rails>","1"
"593853","Почему некорректно отображает views (sinatra)?","<ruby><sinatra>","1"
"790508","Почему не выполняется ruby-файл в VS Code во вкладке ""Вывод""?","<ruby><visual-studio-code>","1"
"615320","Почему не выбирается значение в select-e","<golang>","1"
"507080","node.js restapi как проверять данные?","<node.js><rest>","1"
"540214","Можно ли преобразовать haml в html в том же файле (как в случае с Emmet)?","<html><haml>","1"
"479178","Есть ли готовые примеры выдачи ошибок компиляторами?","<java><c#><c++><компилятор><компоновщик>","1"
"495889","Нужен ли веб-сервер для локального запуска приложения?","<веб-сервер>","1"
"570534","Варианты использования rails new --javascript и rails new --skip-javascript","<ruby-on-rails>","1"
"813342","Запуск node.js на 443 порту за nginx (nginx как обратный прокси-сервер)","<linux><node.js><nginx><debian>","1"
"794151","Программирование, одновременное выполнение кода","<php>","1"
"744665","Ruby тестирование query object","<ruby-on-rails><ruby><rspec>","1"
"744467","Ошибка LoadError on line [""59""] компиляции gulp-compass","<css><gulp><npm><compass>","1"
"540231","Как реализовать сортировку при рендеринге Rails?","<ruby-on-rails>","1"
"600208","Как хранить уникальные значения в таблице MуSQL?","<mysql><база-данных><архитектура>","1"
"475392","Как разрешается конфликт имён в Ruby?","<ruby>","1"
"439582","Gem::FilePermissionError при bundle install","<ubuntu><ruby>","1"
"706270","Перехват html, генерируемого web-сервером перед отправкой","<php><nginx><ruby><passenger>","1"
"640855","Как подружить Filterrific и default_scope?","<ruby-on-rails>","1"
"600182","Организация полнотекстного поиска","<база-данных><полнотекстовый-поиск>","1"
"486442","Как решить проблему с путями установки ruby, rvm на Ubuntu 14.04?","<ubuntu><ruby-on-rails><ruby>","1"
"664177","Rails rspec выводит слишком много","<ruby-on-rails><ruby><юнит-тесты><rspec>","1"
"530315","push в приложении gitkraken","<git><git-push>","1"
"483850","Как лучше всего бороться с дубликатами?","<ruby-on-rails><ruby>","1"
"480956","Запись в БД множества параметров","<sql><ruby-on-rails><sqlite>","1"
"803136","Технический вопрос по устройству передачи файлов с фронта на бэк","<php><javascript><formdata>","1"
"561072","Проблема преобразования кириллицы в Ruby","<кодировка><ruby>","1"
"499552","Как создать контроллер для параметра?","<ruby-on-rails><crud>","1"
"477223","Удалить все два идущих подряд одинаковых символа из строки","<visual-c++><алгоритм><c++>","1"
"571103","Как отключить PATCH запросы в Rails?","<ruby-on-rails>","1"
"533748","node http-server не находит папку","<javascript><node.js><angularjs>","1"
"479039","Не рисует в Win32Api?","<c++><winapi><keydown>","1"
"595440","отправка письма на NodeJs","<node.js>","1"
"524120","Rails (gem bcrypt), has_secure_password, как сравнить значение со значением в БД?","<ruby-on-rails>","1"
"670587","Необходимо вытянуть актуальнуюю цену(по дате) из БД (PostgtreSql)","<база-данных><postgresql>","1"
"634965","Как мне исправить ошибку метода undefined method `call' for ""ы\n"":String (NoMethodError)","<ruby><методы>","1"
"607057","Что означает запись/оператор ""::"" в строке вида ""Prawn::Table""? (scope resolution operator)","<ruby>","1"
"624198","Rails, не сохраняется новый объект в базу","<ruby-on-rails>","1"
"536852","Вывод на экран с помощью obj.inspect (в консоли)","<ruby>","1"
"717486","Как получить разницу между времененными промежутками","<ruby-on-rails><ruby>","1"
"475905","Git status неверно отображает статус","<git>","1"
"524129","Разве безопасно хранить auth-токен пользователя в куках?","<ruby-on-rails><авторизация><шифрование><пароль>","1"
"701153","Как получить конкретную ветку (или хеш коммита) на дату и время?","<git>","1"
"635031","ReactJS транспайлеры без node","<windows><reactjs>","1"
"494297","Принцип работы метода Sort","<массивы><ruby><сортировка>","1"
"514332","Можно ли использовать typescript без requireJS?","<javascript><typescript>","1"
"643205","INSERT has more target columns than expressions","<sql><postgresql><insert>","1"
"712369","передача файла и переход на страницу","<ruby-on-rails>","1"
"493896","Возможность програмирования на планшете","<android>","1"
"647957","Сборка шаблона файла с помощью rake","<ruby><инспекция-кода><rake>","1"
"571341","Дэфолтная база данных в операционной системе","<база-данных>","1"
"510843","Как динамично определять class_name для связи has_many, используя одинаковые таблицы разных engines","<ruby-on-rails><ruby>","1"
"498262","Rails получение значения переменной","<ruby-on-rails>","1"
"757846","Join трех таблиц","<ruby-on-rails><activerecord>","1"
"525756","Как правильно разобрать XML если в тексте внутри тэгов есть переносы строк?","<xml>","1"
"695103","Убрать функция ().call(this) в CoffeeScript на Ruby on Rails","<ruby-on-rails><ruby><coffeescript>","1"
"738937","Как найти все sparse-файлы на диске?","<.net><windows><файлы><ntfs>","1"
"646897","Ruby on rails: большое условие в контроллере","<ruby-on-rails><ruby><инспекция-кода>","1"
"728375","Как перезапустить PHP в режиме CGI?","<php><cgi>","1"
"504385","Cron в облаке OpenShift","<cron><openshift>","1"
"697145","Rails 5 Heroku set port","<ruby-on-rails><ruby><heroku>","1"
"584365","проблема с JSON при подключении отдельного файла","<javascript><ruby-on-rails>","1"
"648341","Можно ли сгруппировать запрос в блоки по 3 результата?","<ruby-on-rails>","1"
"550837","Удаление элемента из <ActiveRecord::Relation","<ruby-on-rails><ruby><activerecord><active-record>","1"
"623877","User has_one avatar, но book has_many covers, как сделать?","<ruby-on-rails><activerecord>","1"
"535762","CTE рекурсия, не понимаю как работает","<sql-server><рекурсия><дерево><списки><inner-join>","1"
"491385","Sphinx поиск по всему сайту rails","<ruby-on-rails><sphinx>","1"
"749040","Возможно ли убрать поля ""Content-Type"" и ""Content-Length"" из заголовка http-ответа, используя библиотеку libevent?","<http><веб-сервер><libevent>","1"
"701702","clojure (println ""sometxt"")","<webbrowser><clojure>","1"
"851002","Неизменяемые объекты","<python><типы-данных>","1"
"523497","Docker контейнеры, php и exec() – как держать 1 процесс в 1 контейнере?","<php><архитектура><docker>","1"
"551880","Роутинг node js","<javascript><node.js><apt-get>","1"
"508239","Работа с датами в Ruby","<ruby>","1"
"535799","HTTP_USER_AGENT Mozilla - в Safari, и Chrome","<php>","1"
"751184","В чем разница между Digest и Hash в OpenSSL?","<хеширование><openssl>","1"
"557449","валидация данных в Rails","<mysql><ruby-on-rails>","1"
"828810","При отправке формы данные не сохраняются и экшн show выводит пустой шаблон","<ruby-on-rails>","1"
"652293","Как добавить данные в массив","<ruby>","1"
"495475","Как правильно решается проблема с маршрутом?","<ruby-on-rails>","1"
"777640","Ошибка при установке SASS в OS Windows","<windows><sass><install>","1"
"759877","Memcached - сохранность данных в ОЗУ","<memcached>","1"
"530245","Rails Models Validates for JSON type","<ruby-on-rails>","1"
"499193","Динамический роутинг без params","<ruby-on-rails>","1"
"445165","Настройка smtp Yandex в Rails","<ruby-on-rails><яндекс><smtp>","1"
"435784","Файл сервер на golang","<golang>","1"
"666385","Как скопировать содержимое двух репозиториев в один?","<html><css><git><github>","1"
"499196","Rails артефакт при изменении расположения элементов во view","<ruby-on-rails>","1"
"713141","Как объединить два массива подмассива если первые элементы одинаковые?","<ruby>","1"
"635749","Миграция базы на Heroku","<ruby-on-rails><postgresql><heroku>","1"
"521286","Получение изображения JavaScript","<javascript>","1"
"535299","Как сервер должен удалять поля в update action?","<ruby-on-rails>","1"
"589485","Можно ли превратить unlogged table в НЕ unlogged table?","<postgresql><postgresql9.5>","1"
"528569","Вывод графиков в GFortran","<график><fortran>","1"
"777201","HTTP: Параметры пути","<http>","1"
"652948","Как добавить в unicorn правило-исключение для определенного урл?","<ruby-on-rails><ruby>","1"
"545328","Как получить случайное время вида hh:mm","<ruby>","1"
"541116","Почему не срабатывает скрипт (ошибка ActionController::UnknownFormat)?","<ruby-on-rails>","1"
"543219","Ошибка Missing template questions/update в тесте Rspec","<ruby-on-rails><rspec>","1"
"481084","Как передать base64 кодированную строку через GET?","<php><http><url><base64>","0"
"841899","Ошибка RubyOnRails приложения при деплое на Heroku","<ruby-on-rails>","0"
"581892","Удаление папки с файлами","<ruby>","0"
"623874","Можно ли передать в after_destroy_commit данные удаляемой строки?","<ruby-on-rails>","0"
"655693","results_as_hash возвращает массив с хэшами","<ruby><sqlite3>","0"
"595811","Rails NewRelic Recording with Capistrano 3.x","<ruby-on-rails><gems><capistrano>","0"
"526646","Роутинг в RoR на статическую страницу","<ruby-on-rails>","0"
"672487","Кириллица в Ruby 1.9.2","<ruby>","0"
"605235","Ограничения лицензии продукта PostgreSQL от EnterpriseDB","<postgresql><лицензирование>","0"
"598109","Ruby очистка хеша","<ruby><хеширование>","0"
"444430","Immediate Subtraction in MIPS Assembly","<ассемблер>","0"
"764209","Net::HTTP отправка запроса xml","<ruby>","0"
"715549","Создание архива через Ruby","<ruby><dll><lib>","0"
"487290","Проблема c Rails","<ruby-on-rails>","0"
"719084","Как прибавить часы ко времени","<ruby-on-rails><ruby>","0"
"777093","Запуск Rails на Apache","<linux><ruby-on-rails><apache2><passenger>","0"
"592379","Подсчитайте количество счастливых билетов, у которых сумма первых трёх цифр равна N","<c++><инспекция-кода>","0"
"510969","Heroku + PHP + SQLite","<php><sqlite><развертывание><heroku>","0"
"433525","как мне выполнить db:migrate на RubyOnRails","<ruby-on-rails>","0"
"722551","Скачивание папок через wget","<linux>","0"
"510051","Создание страницы для модели в RoR","<ruby-on-rails><mvc><haml>","0"
"664374","Ошибка в коде clojure","<clojure>","0"
"495916","Как в одном запросе заполнить поля и user_id и anime_id?","<ruby-on-rails>","0"
"649693","Переменный тэг в Haml","<haml>","0"
"476005","Ошибка при создании/удалении ассоциации","<ruby-on-rails>","0"
"433687","Что следует выбрать для разработки виртуального пианино - Java или Flash?","<flash><java>","0"
"641960","Хранимые процедуры VS ORM","<база-данных><ruby-on-rails><activerecord>","0"
"768758","Запись в побайтовом режиме Ruby","<ruby>","0"
"637288","Как исправить дублирование при SQL запросе с использованием MAX","<sql><ruby-on-rails>","0"
"663387","ошибка при запуске spork","<ruby-on-rails>","0"
"494584","почему not found: compass?","<npm><compass><grunt>","0"
"745131","Уникальность в полях двух разных таблиц","<postgresql>","0"
"510708","Как правильно реализовать ассоциацию?","<ruby-on-rails>","0"
"519922","Полнотекстовый поиск в таблице, БД MySQL","<mysql>","0"
"659192","Как файловая система ext4 распределяет данные?","<raid><ext4>","0"
"507811","Запрос на выдачу всех постов\поста","<mysql><база-данных><node.js>","0"
"638936","symfony 2 3 бизнес логика","<mvc><symfony>","0"
"592788","Как на WordPress сделать pdf фаил только для просмотра?","<wordpress>","0"
"749081","как в рельсах получить адрес входящего запроса?","<ruby-on-rails><http>","0"
"831816","Как понимать работу jvm?","<java><jvm><байткод>","0"
"684114","Не обновляется nodejs","<node.js>","0"
"513362","Как сделать три уровня кавычек в bash?","<linux><postgresql><bash>","0"
"656710","update_attributes rails","<ruby-on-rails>","0"
"499525","Как создать вложенную форму для связи many to many through?","<ruby-on-rails><activerecord>","0"
"646441","Как правильно пробросить сервис sendmail внутрь docker контейнера","<linux><docker><docker-compose>","0"
"599633","Как вытащить из тела HTML информацию о медиа объекте?","<ruby-on-rails>","0"
